"taxon_name","generic_name","observation_id","observer_name","observation_date","page","lat","lon","positional_accuracy","photo","photo_reference","created","creator","license","rights_holder","pass"
"Lonchocarpus guatemalensis","Lonchocarpus",699999999286873,"Fernando Pío León","2017-05-08T08:47:00","https://www.inaturalist.org/observations/6286873",23.299576,-106.440568,381,"https://static.inaturalist.org/photos/7909673/medium.jpg","https://www.inaturalist.org/photos/7909673","2017-05-08T14:47","FRANCISCO MIGUEL FARRIOLS ESTRADA","http://creativecommons.org/licenses/by-nc/4.0/","FRANCISCO MIGUEL FARRIOLS ESTRADA",0
